titulo,sku,categoria_id,precio_venta,precio_compra,precio_intercambio,img_caratula,categoria_str
Trackmania,3512289017206,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/3512289017206_s.jpg,Wii
World Championship Cards,650008999099,862,4.00,0.80,1.40,/product_images/Juegos/PSP Juegos/650008999099_s.jpg,PSP
Major League Baseball 2K7,710425371271,862,6.00,1.20,2.00,/product_images/Juegos/PSP Juegos/710425371271_s.jpg,PSP
Fat Princess: Fistful of Cake,711719103363,862,2.50,0.30,0.70,/product_images/Juegos/PSP Juegos/711719103363_s.jpg,PSP
Brave: A Warrior's Tale,5060112741333,831,5.00,1.20,1.90,/product_images/Juegos/Wii Juegos/5060112741333_s.jpg,Wii
Western Heroes (Game Only),3499550286588,831,4.00,1.80,2.00,/product_images/Juegos/Wii Juegos/3499550286588_s.jpg,Wii
Invizimals,711719104667,862,3.00,-1,-1,/product_images/Juegos/PSP Juegos/711719104667_s.jpg,PSP
Patito Feo Edición especial,711719127581,862,0.50,0.01,0.10,/product_images/Juegos/PSP Juegos/711719127581_s.jpg,PSP
Play English,711719142775,862,4.50,-1,-1,/product_images/Juegos/PSP Juegos/711719142775_s.jpg,PSP
Chicken Little As En Accion,045496362959,831,4.00,0.90,1.50,/product_images/Juegos/Wii Juegos/045496362959_s.jpg,Wii
Need For Speed Nitro,5030934078009,831,7.00,3.00,4.00,/product_images/Juegos/Wii Juegos/5030934078009_s.jpg,Wii
Mega Minis Vol 3,711719152682,862,3.50,0.70,1.20,/product_images/Juegos/PSP Juegos/711719152682_s.jpg,PSP
Patapon 3,711719165378,862,15.00,3.00,5.00,/product_images/Juegos/PSP Juegos/711719165378_s.jpg,PSP
Cazafantasmas,711719173458,862,8.00,1.60,2.00,/product_images/Juegos/PSP Juegos/711719173458_s.jpg,PSP
Sega Superstars Tennis,5060138436183,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/5060138436183_s.jpg,Wii
Chicken Blaster (2 Pistols),5060176363281,831,4.50,1.00,1.70,/product_images/Juegos/Wii Juegos/5060176363281_s.jpg,Wii
DJ Hero 2 + Mesas De Mezclas,5030917087820,831,4.00,0.90,1.50,/product_images/Juegos/Wii Juegos/5030917087820_s.jpg,Wii
Locura en la Jungla,711719174776,862,3.00,0.40,0.90,/product_images/Juegos/PSP Juegos/711719174776_s.jpg,PSP
Invizimals- Essentials,711719217336,862,1.50,-1,-1,/product_images/Juegos/PSP Juegos/711719217336_s.jpg,PSP
EyePet Adventures +USB Camera,711719282211,862,3.50,0.70,1.20,/product_images/Juegos/PSP Juegos/711719282211_s.jpg,PSP
My Body Coach + Pesas,3499550261059,831,4.50,1.00,1.70,/product_images/Juegos/Wii Juegos/3499550261059_s.jpg,Wii
Get Up And Dance,5060015030107,831,4.00,0.90,1.50,/product_images/Juegos/Wii Juegos/5060015030107_s.jpg,Wii
Brujula Dorada,5060138433281,831,3.00,0.70,1.10,/product_images/Juegos/Wii Juegos/5060138433281_s.jpg,Wii
Socom Tactical Strike + Auriculares,7117194563,862,8.00,1.60,2.00,/product_images/Juegos/PSP Juegos/7117194563HS_s.jpg,PSP
Go Sudoku,711719621560,862,0.50,0.01,0.10,/product_images/Juegos/PSP Juegos/711719621560_s.jpg,PSP
B-Boy,711719621874,862,1.50,0.20,0.40,/product_images/Juegos/PSP Juegos/711719621874_s.jpg,PSP
Pandora's Tower,045496401511,831,48.00,21.00,30.00,/product_images/Juegos/Wii Juegos/045496401511_s.jpg,Wii
Shrek Tercero,5030917044137,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/5030917044137_s.jpg,Wii
Let s Sing 5 (Wth 2 mic),4020628511166,831,4.50,1.00,1.70,/product_images/Juegos/Wii Juegos/4020628511166_s.jpg,Wii
Fable Anniversary,0885370664140,827,10.00,4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/0885370664140_s.jpg,Xbox 360
PaRappa The Rapper,711719643999,862,3.00,0.40,0.90,/product_images/Juegos/PSP Juegos/711719643999_s.jpg,PSP
Bob Esponja: Globs of Doom,4005209111331,831,7.00,3.00,4.00,/product_images/Juegos/Wii Juegos/4005209111331_s.jpg,Wii
Mushroom Men: Las Guerras Espora,5060112742118,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/5060112742118_s.jpg,Wii
Corral Una Fiesta Muy Bestia,4005209087261,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/4005209087261_s.jpg,Wii
Mercenaries 2: World in Flames,5030934059060,827,3.50,0.80,1.30,/product_images/Juegos/Xbox 360 Juegos/5030934059060_s.jpg,Xbox 360
Lego Marvel Vengadores,5051893218817,827,25.00,11.00,15.00,/product_images/Juegos/Xbox 360 Juegos/5051893218817_s.jpg,Xbox 360
Dark Souls II (2): Scholar Of The First Sin *2 Disc*,3391891983006,827,20.00,9.00,12.00,/product_images/Juegos/Xbox 360 Juegos/3391891983006_s.jpg,Xbox 360
Lets Sing 2014 + 2 Microphone,4020628092870,831,10.00,4.00,6.00,/product_images/Juegos/Wii Juegos/4020628092870_s.jpg,Wii
Bomberman Land,5060102950905,831,15.00,6.00,9.00,/product_images/Juegos/Wii Juegos/5060102950905_s.jpg,Wii
Shaun White Skateboarding,3307217932139,831,3.00,0.70,1.10,/product_images/Juegos/Wii Juegos/3307217932139_s.jpg,Wii
Worms Collection,5050740024977,827,18.00,8.00,11.00,/product_images/Juegos/Xbox 360 Juegos/5050740024977_s.jpg,Xbox 360
Far Cry 2 / Far Cry 3 (No DLC),3307215776254,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/3307215776254_s.jpg,Xbox 360
Los Sims 3,5030934085861,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5030934085861_s.jpg,Xbox 360
Speed Racer,5051603219165,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/5051603219165_s.jpg,Wii
Star Wars Lego Complete Saga,023272004644,831,22.00,9.00,13.00,/product_images/Juegos/Wii Juegos/023272004644_s.jpg,Wii
Condemned,5060004766543,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5060004766543_s.jpg,Xbox 360
Syndicate,5030934099523,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/5030934099523_s.jpg,Xbox 360
Rock Band (Pack de Canciones),5030934068680,831,1.00,0.20,0.30,/product_images/Juegos/Wii Juegos/5030934068680_s.jpg,Wii
Fun Park Party,3307211658974,831,12.00,5.00,7.00,/product_images/Juegos/Wii Juegos/3307211658974_s.jpg,Wii
WRC 2 FIA World Rally Championship,8011642021072,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/8011642021072_s.jpg,Xbox 360
Moto GP 15,8059617103743,827,18.00,8.00,11.00,/product_images/Juegos/Xbox 360 Juegos/8059617103743_s.jpg,Xbox 360
Just Dance Disney,3307215651063,831,12.00,5.00,7.00,/product_images/Juegos/Wii Juegos/3307215651063_s.jpg,Wii
Colin McRae: Dirt 2,5024866341744,831,10.00,4.00,6.00,/product_images/Juegos/Wii Juegos/5024866341744_s.jpg,Wii
Soldier of Fortune 3: Venganza,5030917050701,827,5.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030917050701_s.jpg,Xbox 360
Skylanders: Spyro's Adventure Starter,5030917097942,827,2.00,0.40,0.70,/product_images/Juegos/Xbox 360 Juegos/5030917097942_s.jpg,Xbox 360
Need For Speed: Pro Street,5030934059398,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5030934059398_s.jpg,Xbox 360
Cursed Mountain,4020628504335,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/4020628504335_s.jpg,Wii
Senor De Los Anillos: Aventuras De Arago,5051893027761,831,10.00,4.00,6.00,/product_images/Juegos/Wii Juegos/5051893027761_s.jpg,Wii
WWE Smackdown Vs. Raw 2009,4005209108690,827,3.50,0.80,1.30,/product_images/Juegos/Xbox 360 Juegos/4005209108690_s.jpg,Xbox 360
Capcom - Digital Collection,5055060963739,827,20.00,9.00,12.00,/product_images/Juegos/Xbox 360 Juegos/5055060963739_s.jpg,Xbox 360
Let's Tap (Juego + Tablillas),5055277000555,831,4.00,0.90,1.50,/product_images/Juegos/Wii Juegos/5055277000555_s.jpg,Wii
Black Eyed Peas Experience,3307215600290,831,1.50,0.30,0.50,/product_images/Juegos/Wii Juegos/3307215600290_s.jpg,Wii
Battleship,5030917107054,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/5030917107054_s.jpg,Xbox 360
Naruto Shippuden Ultimate Ninja Storm Generations,3391891962841,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3391891962841_s.jpg,Xbox 360
Tournament of Legends,5055277006762,831,4.50,1.00,1.70,/product_images/Juegos/Wii Juegos/5055277006762_s.jpg,Wii
Descubriendo a los Robinsons,045496362942,831,4.00,1.80,2.00,/product_images/Juegos/Wii Juegos/045496362942_s.jpg,Wii
Fable 2 GOTY (Classic) Ed.,882224940658,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/882224940658_s.jpg,Xbox 360
Rise Of Nightmares (Kinect),5055277010172,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/5055277010172_s.jpg,Xbox 360
Transformers The Game,5030917044731,831,5.00,2.00,3.00,/product_images/Juegos/Wii Juegos/5030917044731_s.jpg,Wii
Family Trainer y Extreme + Alfombrilla,3296580811021,831,10.00,4.00,6.00,/product_images/Juegos/Wii Juegos/3296580811021_s.jpg,Wii
Marvel Ultimate Alliance 2,5030917061226,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5030917061226_s.jpg,Xbox 360
LEGO Batman 3,5051893169003,827,20.00,9.00,12.00,/product_images/Juegos/Xbox 360 Juegos/5051893169003_s.jpg,Xbox 360
Flips: Cathy Cassidy,5030930083823,834,3.00,0.70,1.10,/product_images/Juegos/DS Juegos/5030930083823_s.jpg,Nintendo DS
Rock Band (Solo Juego),5030934064675,831,3.00,0.70,1.10,/product_images/Juegos/Wii Juegos/5030934064675_s.jpg,Wii
Barbie Planeta Fashionista,4005209151610,831,4.00,1.80,2.00,/product_images/Juegos/Wii Juegos/4005209151610_s.jpg,Wii
LEGO Harry Potter (Anos 5-7),5051892051583,827,18.00,8.00,11.00,/product_images/Juegos/Xbox 360 Juegos/5051892051583_s.jpg,Xbox 360
Alice Madness Returns,5030930097141,827,20.00,9.00,12.00,/product_images/Juegos/Xbox 360 Juegos/5030930097141_s.jpg,Xbox 360
Brothers in Arms: Hell's Highway,3307210268259,827,3.50,0.80,1.30,/product_images/Juegos/Xbox 360 Juegos/3307210268259_s.jpg,Xbox 360
Flips: Artemis Fowl (UK),5030930083830,834,8.00,3.00,5.00,/product_images/Juegos/DS Juegos/5030930083830_s.jpg,Nintendo DS
Transformers: Lado Oscuro de la Luna,5030917095658,831,7.00,3.00,4.00,/product_images/Juegos/Wii Juegos/5030917095658_s.jpg,Wii
We Sing Encore,7340044301163,831,2.50,0.60,0.90,/product_images/Juegos/Wii Juegos/7340044301163_s.jpg,Wii
Amped 3,5026555245104,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/5026555245104_s.jpg,Xbox 360
Monkey Island Special Edition Collection,23272011062,827,15.00,6.00,9.00,/product_images/Juegos/Xbox 360 Juegos/23272011062_s.jpg,Xbox 360
Monopoly,5030930094614,834,4.00,0.90,1.50,/product_images/Juegos/DS Juegos/5030930094614_s.jpg,Nintendo DS
Bejeweled 3,5030930108649,834,12.00,5.00,7.00,/product_images/Juegos/DS Juegos/5030930108649_s.jpg,Nintendo DS
Super Monkey Ball Banana Blitz,5060004769384,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/5060004769384_s.jpg,Wii
Dino Strike (Solo Juego),5055377601553,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/5055377601553_s.jpg,Wii
Rapala Tournament Fishing,5030917043086,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/5030917043086_s.jpg,Wii
Deadly Premonition,5060102952091,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5060102952091_s.jpg,Xbox 360
Dead Rising 2: Off The Record,5055060962886,827,10.00,4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5055060962886_s.jpg,Xbox 360
Lego Batman,5051603222820,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5051603222820_s.jpg,Xbox 360
Burnout Legends,5030934046770,834,6.00,1.40,2.00,/product_images/Juegos/DS Juegos/5030934046770_s.jpg,Nintendo DS
Sim City,5030934057028,834,6.00,1.40,2.00,/product_images/Juegos/DS Juegos/5030934057028_s.jpg,Nintendo DS
Spore Creatures,5030934058766,834,2.00,0.30,0.60,/product_images/Juegos/DS Juegos/5030934058766_s.jpg,Nintendo DS
Just Dance Kids,3307215591260,831,15.00,6.00,9.00,/product_images/Juegos/Wii Juegos/3307215591260_s.jpg,Wii
Inazuma Eleven Strikers ( Sobre De Carto,045496367299,831,4.50,1.00,1.70,/product_images/Juegos/Wii Juegos/045496367299D_s.jpg,Wii
Pool Party,5060112741029,831,1.50,0.30,0.50,/product_images/Juegos/Wii Juegos/5060112741029_s.jpg,Wii
"Wolf Among Us, The",5060146461405,827,8.00,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5060146461405_s.jpg,Xbox 360
Knights Contract,3700577002793,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/3700577002793_s.jpg,Xbox 360
Burnout Revenge,5030934049207,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5030934049207_s.jpg,Xbox 360
Sim Creator,5030934065696,834,5.00,1.20,1.90,/product_images/Juegos/DS Juegos/5030934065696_s.jpg,Nintendo DS
Zubo,5030934066013,834,3.50,0.80,1.30,/product_images/Juegos/DS Juegos/5030934066013_s.jpg,Nintendo DS
Sim Animals,5030934067058,834,3.00,0.70,1.10,/product_images/Juegos/DS Juegos/5030934067058_s.jpg,Nintendo DS
Transformers: Prime,5030917116742,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/5030917116742_s.jpg,Wii
DJ Hero (Solo Juego),503091707,831,0.25,0.01,0.01,/product_images/Juegos/Wii Juegos/503091707WIGS_s.jpg,Wii
Deus Ex: Human Revolution AE,5021290043701,827,8.00,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5021290043701_s.jpg,Xbox 360
Planet 51: El Videojuego,5055277002870,827,5.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5055277002870_s.jpg,Xbox 360
Medal of Honor: Airborne,5030934059091,827,10.00,4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5030934059091_s.jpg,Xbox 360
Need For Speed: Undercover,5030934067522,834,3.50,0.80,1.30,/product_images/Juegos/DS Juegos/5030934067522_s.jpg,Nintendo DS
Littlest Pet Shop: Jungla,5030934068529,834,4.00,0.90,1.50,/product_images/Juegos/DS Juegos/5030934068529_s.jpg,Nintendo DS
Henry Hatsworth en la Aventura Rompecabe,5030934071512,834,25.00,11.00,15.00,/product_images/Juegos/DS Juegos/5030934071512_s.jpg,Nintendo DS
Zack & Wiki: Quest for Barbaros Treasure,045496364380,831,18.00,8.00,11.00,/product_images/Juegos/Wii Juegos/045496364380_s.jpg,Wii
Petz Sports,008888174387,831,12.00,5.00,7.00,/product_images/Juegos/Wii Juegos/008888174387_s.jpg,Wii
Sims 2 Castaway,014633158199,831,3.00,0.70,1.10,/product_images/Juegos/Wii Juegos/014633158199_s.jpg,Wii
Quake 4,5030917031052,827,3.50,0.80,1.30,/product_images/Juegos/Xbox 360 Juegos/5030917031052_s.jpg,Xbox 360
Bully: Scholarship Edition,5026555247177,827,18.00,8.00,11.00,/product_images/Juegos/Xbox 360 Juegos/5026555247177_s.jpg,Xbox 360
Sniper: Ghost Warrior 2,5907813593864,827,10.00,4.00,6.00,/product_images/Juegos/Xbox 360 Juegos/5907813593864_s.jpg,Xbox 360
My Sims Racing,5030934072052,834,5.00,1.20,1.90,/product_images/Juegos/DS Juegos/5030934072052_s.jpg,Nintendo DS
Football Academy,5030934072120,834,4.00,0.90,1.50,/product_images/Juegos/DS Juegos/5030934072120_s.jpg,Nintendo DS
Littlest Pet Shop Primavera,5030934072137,834,12.00,5.00,7.00,/product_images/Juegos/DS Juegos/5030934072137_s.jpg,Nintendo DS
Rock Band: Country Track Pack,014633193886,831,5.00,2.00,3.00,/product_images/Juegos/Wii Juegos/014633193886_s.jpg,Wii
Rockband Metal Track Pack,014633193930,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/014633193930_s.jpg,Wii
Thrillville - Fuera de Control,023272005085,831,6.00,2.00,3.00,/product_images/Juegos/Wii Juegos/023272005085_s.jpg,Wii
Minecraft: Story Mode,5060146462556,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5060146462556_s.jpg,Xbox 360
Spider-Man Dimensions,5030917087462,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5030917087462_s.jpg,Xbox 360
"Amazing Spider-Man, The",5030917107672,827,12.00,5.00,7.00,/product_images/Juegos/Xbox 360 Juegos/5030917107672_s.jpg,Xbox 360
Juegos de Viaje para Dummies,5030934073707,834,1.50,0.20,0.40,/product_images/Juegos/DS Juegos/5030934073707_s.jpg,Nintendo DS
G.I.Joe,5030934073837,834,4.00,0.90,1.50,/product_images/Juegos/DS Juegos/5030934073837_s.jpg,Nintendo DS
Need For Speed: Nitro,5030934077446,834,10.00,4.00,6.00,/product_images/Juegos/DS Juegos/5030934077446_s.jpg,Nintendo DS
Thrillville - Off The rails,023272005412,831,8.00,3.00,5.00,/product_images/Juegos/Wii Juegos/023272005412_s.jpg,Wii
Halo 3: Ed. Limitada,882224482585,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/882224482585_s.jpg,Xbox 360
Command & Conquer Red Alert 3,5030934066662,827,2.00,0.40,0.70,/product_images/Juegos/Xbox 360 Juegos/5030934066662_s.jpg,Xbox 360
Blaz Blue: Calamity Trigger,4510772105101,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/4510772105101_s.jpg,Xbox 360
Spore: La Batalla de los Heroes,5030934078016,834,5.00,1.20,1.90,/product_images/Juegos/DS Juegos/5030934078016_s.jpg,Nintendo DS
Littlest Pet Shop: En el Campo,5030934078108,834,10.00,4.00,6.00,/product_images/Juegos/DS Juegos/5030934078108_s.jpg,Nintendo DS
My Sims Skyheroes,5030934083119,834,3.50,0.80,1.30,/product_images/Juegos/DS Juegos/5030934083119_s.jpg,Nintendo DS
Borderlands GOTY *2 Disc*,5026555253611,827,8.00,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5026555253611_s.jpg,Xbox 360
Magna Carta II 2 Disco,3296580810062,827,25.00,11.00,15.00,/product_images/Juegos/Xbox 360 Juegos/3296580810062_s.jpg,Xbox 360
Rambo: The Video Game,5060112430893,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/5060112430893_s.jpg,Xbox 360
Harry Potter Y Las Reliquias De La Muert,5030934087483,834,5.00,1.20,1.90,/product_images/Juegos/DS Juegos/5030934087483_s.jpg,Nintendo DS
Los Urbz Sims En La Ciudad,5030935042856,834,3.50,0.80,1.30,/product_images/Juegos/DS Juegos/5030935042856_s.jpg,Nintendo DS
Sims 2 Pets,5030935051780,834,5.00,1.20,1.90,/product_images/Juegos/DS Juegos/5030935051780_s.jpg,Nintendo DS
MX vs ATV: Reflex,4005209128285,827,6.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/4005209128285_s.jpg,Xbox 360
Wet,093155122260,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/093155122260_s.jpg,Xbox 360
My Sims Skyheroes,5030930085773,827,4.50,1.00,1.70,/product_images/Juegos/Xbox 360 Juegos/5030930085773_s.jpg,Xbox 360
EA Playground,5030935059250,834,1.50,0.20,0.40,/product_images/Juegos/DS Juegos/5030935059250_s.jpg,Nintendo DS
Orcs & Elves,5030935061390,834,6.00,2.00,3.00,/product_images/Juegos/DS Juegos/5030935061390_s.jpg,Nintendo DS
Sims 2: Apartment Pets,5030935066616,834,2.50,0.30,0.70,/product_images/Juegos/DS Juegos/5030935066616_s.jpg,Nintendo DS
Bodycount,5024866345278,827,3.00,0.70,1.10,/product_images/Juegos/Xbox 360 Juegos/5024866345278_s.jpg,Xbox 360
IL-2 Sturmovik Birds of Prey,8023171021461,827,4.00,0.90,1.50,/product_images/Juegos/Xbox 360 Juegos/8023171021461_s.jpg,Xbox 360
NBA Live 09,5030934066570,827,0.75,0.10,0.20,/product_images/Juegos/Xbox 360 Juegos/5030934066570_s.jpg,Xbox 360
Skate,5030935067538,834,6.00,2.00,3.00,/product_images/Juegos/DS Juegos/5030935067538_s.jpg,Nintendo DS
Football Academy (UK),5030935072129,834,3.50,0.80,1.30,/product_images/Juegos/DS Juegos/5030935072129_s.jpg,Nintendo DS
GI Joe: The Rise of Cobra,5030935073836,834,2.50,0.60,0.90,/product_images/Juegos/DS Juegos/5030935073836_s.jpg,Nintendo DS
Nickelodeon Dance 2,5026555257589,827,3.00,0.70,1.10,/product_images/Juegos/Xbox 360 Juegos/5026555257589_s.jpg,Xbox 360
Conan,4005209096232,827,5.00,2.00,3.00,/product_images/Juegos/Xbox 360 Juegos/4005209096232_s.jpg,Xbox 360
Saw II,4012927035108,827,8.00,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/4012927035108_s.jpg,Xbox 360
Hasbro Family Game Night: Volume 1,5030935074253,834,12.00,5.00,7.00,/product_images/Juegos/DS Juegos/5030935074253_s.jpg,Nintendo DS
My Sims Agents,5030935075205,834,8.00,3.00,5.00,/product_images/Juegos/DS Juegos/5030935075205_s.jpg,Nintendo DS
Fighters Uncaged (Kinect),3307219909801,827,2.00,0.40,0.70,/product_images/Juegos/Xbox 360 Juegos/3307219909801_s.jpg,Xbox 360
Dirt Showdown,5024866348392,827,8.00,3.00,5.00,/product_images/Juegos/Xbox 360 Juegos/5024866348392_s.jpg,Xbox 360
SimAnimals: Africa,5030935076981,834,0.50,0.01,0.10,/product_images/Juegos/DS Juegos/5030935076981_s.jpg,Nintendo DS
Goldeneye Rogue Agent DS,5030936045306,834,2.50,0.30,0.70,/product_images/Juegos/DS Juegos/5030936045306_s.jpg,Nintendo DS
Sim City Creator,5030942065695,834,6.00,2.00,3.00,/product_images/Juegos/DS Juegos/5030942065695_s.jpg,Nintendo DS
Littlest Pet Shop Friends On The Beach Nds,5030944078082,834,12.00,5.00,7.00,/product_images/Juegos/DS Juegos/5030944078082_s.jpg,Nintendo DS
Orc y Elves,5030945061397,834,6.00,2.00,3.00,/product_images/Juegos/DS Juegos/5030945061397_s.jpg,Nintendo DS
Littlest Pet Shop 3 Biggest Star,5030945086055,834,4.00,0.90,1.50,/product_images/Juegos/DS Juegos/5030945086055_s.jpg,Nintendo DS
Tank Battles,5036675010360,834,3.50,0.80,1.30,/product_images/Juegos/DS Juegos/5036675010360_s.jpg,Nintendo DS
Heracles: Battle With The Gods,5036675010452,834,5.00,2.00,3.00,/product_images/Juegos/DS Juegos/5036675010452_s.jpg,Nintendo DS
Dino Land,5036675010728,834,2.50,0.30,0.70,/product_images/Juegos/DS Juegos/5036675010728_s.jpg,Nintendo DS
Clever Kids: Pirates,5036675011022,834,0.50,0.01,0.10,/product_images/Juegos/DS Juegos/5036675011022_s.jpg,Nintendo DS
Clever Kids: Farmyard Fun,5036675011053,834,12.00,5.00,7.00,/product_images/Juegos/DS Juegos/5036675011053_s.jpg,Nintendo DS
International Athletics,5036675011626,834,2.50,0.60,0.90,/product_images/Juegos/DS Juegos/5036675011626_s.jpg,Nintendo DS
"Big Deal, The",5036675011749,834,4.00,0.90,1.50,/product_images/Juegos/DS Juegos/5036675011749_s.jpg,Nintendo DS
Dancing On Ice,5036675013156,834,7.00,3.00,4.00,/product_images/Juegos/DS Juegos/5036675013156_s.jpg,Nintendo DS
Touchmaster,5037930140143,834,3.00,0.70,1.10,/product_images/Juegos/DS Juegos/5037930140143_s.jpg,Nintendo DS
Myst,5037930140211,834,12.00,5.00,7.00,/product_images/Juegos/DS Juegos/5037930140211_s.jpg,Nintendo DS
Touchmaster 2,5037930140464,834,6.00,2.00,3.00,/product_images/Juegos/DS Juegos/5037930140464_s.jpg,Nintendo DS
Mechanical Master,5037930140518,834,2.00,0.30,0.60,/product_images/Juegos/DS Juegos/5037930140518_s.jpg,Nintendo DS
4 Elements,5050740023963,834,6.00,2.00,3.00,/product_images/Juegos/DS Juegos/5050740023963_s.jpg,Nintendo DS
Yakuza 4,5055277010097,821,18.00,8.00,11.00,/product_images/Juegos/PS3 Juegos/5055277010097_s.jpg,PlayStation 3
Plantas vs Zombies,5050740024069,834,15.00,6.00,9.00,/product_images/Juegos/DS Juegos/5050740024069_s.jpg,Nintendo DS
Lego Indiana Jones: La Trilogia Original,023272006006,821,12.00,5.00,7.00,/product_images/Juegos/PS3 Juegos/023272006006_s.jpg,PlayStation 3
Dark Void,5055060925966,821,3.00,0.70,1.10,/product_images/Juegos/PS3 Juegos/5055060925966_s.jpg,PlayStation 3
Mays Mysteries: Secret of Dragonville,5050740024472,834,7.00,3.00,4.00,/product_images/Juegos/DS Juegos/5050740024472_s.jpg,Nintendo DS
Jewel Adventures,5050740025318,834,1.50,0.20,0.40,/product_images/Juegos/DS Juegos/5050740025318_s.jpg,Nintendo DS
NeverDead,4012927054284,821,5.00,2.00,3.00,/product_images/Juegos/PS3 Juegos/4012927054284_s.jpg,PlayStation 3
007 - Bloodstone,5030917091667,821,8.00,3.00,5.00,/product_images/Juegos/PS3 Juegos/5030917091667_s.jpg,PlayStation 3
"Bob The Builder, Festival De Diversion",5051272004352,834,2.00,0.30,0.60,/product_images/Juegos/DS Juegos/5051272004352_s.jpg,Nintendo DS
Bob y sus Amigos: Festival de la Diversi,5051272004437,834,8.00,3.00,5.00,/product_images/Juegos/DS Juegos/5051272004437_s.jpg,Nintendo DS
"Star Wars: The Force Unleashed, Ult Sith",023272007249,821,10.00,4.00,6.00,/product_images/Juegos/PS3 Juegos/023272007249_s.jpg,PlayStation 3
NBA 2K8,5026555400787,821,0.75,0.10,0.20,/product_images/Juegos/PS3 Juegos/5026555400787_s.jpg,PlayStation 3
Naruto Shippu.:Ninja Storm 3 -Full Burst,3391891972116,821,18.00,8.00,11.00,/product_images/Juegos/PS3 Juegos/3391891972116_s.jpg,PlayStation 3
Disney Sing It - Pop Hits,8717418227081,821,1.00,0.20,0.30,/product_images/Juegos/PS3 Juegos/8717418227081_s.jpg,PlayStation 3
Little Big Planet Karting,711719237846,821,10.00,4.00,6.00,/product_images/Juegos/PS3 Juegos/711719237846_s.jpg,PlayStation 3
WRC 2 FIA World Rally Championship,8011642021010,821,10.00,4.00,6.00,/product_images/Juegos/PS3 Juegos/8011642021010_s.jpg,PlayStation 3
DC Universe Online (No Trial),71171917107,821,4.00,0.90,1.50,/product_images/Juegos/PS3 Juegos/71171917107B_s.jpg,PlayStation 3
Disney Sing It 3 Party Hits,8717418279127,821,2.00,0.40,0.70,/product_images/Juegos/PS3 Juegos/8717418279127_s.jpg,PlayStation 3
Buzz! El Multiconcurso + Buzzers Wireles,711719958550,821,28.00,12.00,17.00,/product_images/Juegos/PS3 Juegos/711719958550_s.jpg,PlayStation 3
Hatsune Miku: Project Diva F 2nd,5055277025749,821,15.00,6.00,9.00,/product_images/Juegos/PS3 Juegos/5055277025749_s.jpg,PlayStation 3
Fist of the North Star: Ken's Rage,5060073307432,821,6.00,2.00,3.00,/product_images/Juegos/PS3 Juegos/5060073307432_s.jpg,PlayStation 3
