categoria_str,precio_intercambio,precio_compra,precio_venta,titulo,img_caratula,categoria_id,sku
PlayStation 4,22.00,15.00,35.00,Until Dawn,/product_images/Juegos/PS4 Juegos/711719874737_s.jpg,1001,711719874737
PlayStation 4,9.00,6.00,15.00,Battlefield Hardline,/product_images/Juegos/PS4 Juegos/5030946112425_s.jpg,1001,5030946112425
PlayStation 4,22.00,15.00,35.00,Ratchet & Clank (2016),/product_images/Juegos/PS4 Juegos/711719848233_s.jpg,1001,711719848233
PlayStation 4,26.00,18.00,42.00,Pro Evolution Soccer 2017,/product_images/Juegos/PS4 Juegos/4012927102336_s.jpg,1001,4012927102336
PlayStation 4,41.00,29.00,65.00,Dragon Ball Xenoverse 2,/product_images/Juegos/PS4 Juegos/3391891990097_s.jpg,1001,3391891990097
PlayStation 4,31.00,22.00,50.00,NBA 2K17,/product_images/Juegos/PS4 Juegos/5026555422079_s.jpg,1001,5026555422079
PlayStation 4,32.00,23.00,52.00,Rise of the Tomb Raider,/product_images/Juegos/PS4 Juegos/5021290074811_s.jpg,1001,5021290074811
PlayStation 4,22.00,15.00,35.00,Just Cause 3,/product_images/Juegos/PS4 Juegos/5021290069459_s.jpg,1001,5021290069459
PlayStation 4,24.00,17.00,38.00,Titanfall 2,/product_images/Juegos/PS4 Juegos/5030932116925_s.jpg,1001,5030932116925
PlayStation 4,25.00,18.00,40.00,Bloodborne - Game Of The Year Edition,/product_images/Juegos/PS4 Juegos/711719844341_s.jpg,1001,711719844341
PlayStation 4,18.00,13.00,30.00,"Tierra-Media, La: Sombras De Mordor",/product_images/Juegos/PS4 Juegos/5051893165128_s.jpg,1001,5051893165128
PlayStation 4,11.00,8.00,18.00,Homefront: The Revolution,/product_images/Juegos/PS4 Juegos/4020628868550_s.jpg,1001,4020628868550
PlayStation 4,26.00,18.00,42.00,Assassin's Creed: The Ezio Collection,/product_images/Juegos/PS4 Juegos/3307215977453_s.jpg,1001,3307215977453
PlayStation 4,1.20,0.60,4.00,FIFA 14,/product_images/Juegos/PS4 Juegos/5030937111338_s.jpg,1001,5030937111338
PlayStation 4,13.00,9.00,22.00,No Man's Sky,/product_images/Juegos/PS4 Juegos/0711719849834_s.jpg,1001,0711719849834
Nintendo 3DS,13.00,9.00,20.00,Legend of Zelda: A Link Between Worlds,/product_images/Juegos/3DS Juegos/045496524531_s.jpg,977,045496524531
Nintendo 3DS,13.00,9.00,20.00,Profesor Layton: Máscara de los prodigio,/product_images/Juegos/3DS Juegos/045496522629_s.jpg,977,045496522629
Nintendo 3DS,20.00,15.00,32.00,Tomodachi Life,/product_images/Juegos/3DS Juegos/045496525507_s.jpg,977,045496525507
Nintendo 3DS,20.00,16.00,30.00,Legend of Zelda Majora's Mask,/product_images/Juegos/3DS Juegos/045496527297_s.jpg,977,045496527297
Nintendo 3DS,14.00,10.00,22.00,Monster Hunter 4 Ultimate,/product_images/Juegos/3DS Juegos/045496527075_s.jpg,977,045496527075
Nintendo 3DS,19.00,14.00,30.00,Dragon Quest VII: Fragmentos De Un Mundo Olvidado,/product_images/defimg3_s.jpg,977,045496473617
Nintendo 3DS,11.00,8.00,18.00,Mario Party: Island Tour,/product_images/Juegos/3DS Juegos/045496524661_s.jpg,977,045496524661
Nintendo 3DS,19.00,14.00,30.00,Pokemon Mundo Megamisterioso,/product_images/Juegos/3DS Juegos/045496529703_s.jpg,977,045496529703
Nintendo 3DS,13.00,9.00,20.00,Inazuma Eleven Go Chrono Stones: Llamarada,/product_images/Juegos/3DS Juegos/045496527518_s.jpg,977,045496527518
Nintendo 3DS,7.00,5.00,12.00,Super Street Fighter 3D,/product_images/Juegos/3DS Juegos/045496520502_s.jpg,977,045496520502
Nintendo 3DS,18.00,13.00,28.00,Luigi's Mansion 2,/product_images/Juegos/3DS Juegos/045496523343_s.jpg,977,045496523343
Nintendo 3DS,7.00,5.00,12.00,Inazuma Eleven Go: Light,/product_images/Juegos/3DS Juegos/045496525620_s.jpg,977,045496525620
Nintendo 3DS,7.00,5.00,12.00,Castlevania Lords Of Shadow,/product_images/Juegos/3DS Juegos/045496523145_s.jpg,977,045496523145
Nintendo 3DS,19.00,14.00,30.00,Fire Emblem Awakening,/product_images/Juegos/3DS Juegos/045496523435_s.jpg,977,045496523435
Nintendo 3DS,7.00,5.00,12.00,Mario Tennis Open,/product_images/Juegos/3DS Juegos/045496521981_s.jpg,977,045496521981
Nintendo 3DS,10.00,7.00,16.00,Inazuma Eleven 3: La Amenaza Del Ogro !,/product_images/Juegos/3DS Juegos/045496525118_s.jpg,977,045496525118
Nintendo 3DS,14.00,10.00,22.00,Kingdom Hearts 3D: Dream Drop Distance,/product_images/Juegos/3DS Juegos/5021290053519_s.jpg,977,5021290053519
Nintendo 3DS,18.00,13.00,28.00,Fire Emblem Birthright,/product_images/Juegos/3DS Juegos/045496472528_s.jpg,977,045496472528
Nintendo 3DS,18.00,13.00,28.00,Animal Crossing: Happy Home Designer,/product_images/Juegos/3DS Juegos/045496528164_s.jpg,977,045496528164
Nintendo 3DS,18.00,13.00,28.00,Xenoblade Chronicles 3D,/product_images/Juegos/3DS Juegos/045496527730_s.jpg,977,045496527730
Nintendo 3DS,19.00,15.00,28.00,Bravely Second: End Layer,/product_images/Juegos/3DS Juegos/045496471972_s.jpg,977,045496471972
Nintendo 3DS,19.00,15.00,28.00,Fire Emblem Fates - Conquest,/product_images/Juegos/3DS Juegos/045496472436_s.jpg,977,045496472436
Nintendo 3DS,13.00,9.00,20.00,Legend of Zelda: Tri Force Heroes,/product_images/Juegos/3DS Juegos/045496528485_s.jpg,977,045496528485
Nintendo 3DS,11.00,8.00,18.00,Lego City Undercover: Chase Begins,/product_images/Juegos/3DS Juegos/045496523732_s.jpg,977,045496523732
Nintendo 3DS,5.00,4.00,9.00,Nintendogs + Gatos: Golden Retriever,/product_images/Juegos/3DS Juegos/045496520069_s.jpg,977,045496520069
Nintendo 3DS,9.00,7.00,15.00,Inazuma Eleven 3: Rayo Celeste,/product_images/Juegos/3DS Juegos/045496524135_s.jpg,977,045496524135
Nintendo 3DS,7.00,5.00,12.00,Little Battlers eXperience,/product_images/Juegos/3DS Juegos/045496528263_s.jpg,977,045496528263
Nintendo 3DS,11.00,8.00,18.00,Resident Evil: Revelations,/product_images/Juegos/3DS Juegos/045496521585_s.jpg,977,045496521585
Nintendo 3DS,11.00,8.00,18.00,Mario y Sonic En Los J.O London 12,/product_images/Juegos/3DS Juegos/5055277013791_s.jpg,977,5055277013791
Nintendo 3DS,7.00,5.00,12.00,Kid Icarus: Uprising,/product_images/Juegos/3DS Juegos/045496521882_s.jpg,977,045496521882
Nintendo 3DS,13.00,9.00,20.00,Inazuma Eleven Go Chrono Stone: Trueno,/product_images/Juegos/3DS Juegos/045496527587_s.jpg,977,045496527587
Nintendo 3DS,10.00,7.00,16.00,New Style Boutique,/product_images/Juegos/3DS Juegos/045496522780_s.jpg,977,045496522780
Nintendo 3DS,16.00,12.00,25.00,Hyrule Warriors Legends,/product_images/Juegos/3DS Juegos/045496472108_s.jpg,977,045496472108
Nintendo 3DS,7.00,5.00,12.00,Inazuma Eleven 3 : Fuego Explosivo,/product_images/Juegos/3DS Juegos/045496524067_s.jpg,977,045496524067
Nintendo 3DS,6.00,4.00,10.00,Resident Evil: The Mercenaries,/product_images/Juegos/3DS Juegos/045496520946_s.jpg,977,045496520946
Nintendo 3DS,13.00,9.00,20.00,Paper Mario: Sticker Star,/product_images/Juegos/3DS Juegos/045496522872_s.jpg,977,045496522872
Nintendo 3DS,6.00,4.00,18.00,FIFA 15,/product_images/Juegos/3DS Juegos/5030947113216_s.jpg,977,5030947113216
Nintendo 3DS,11.00,8.00,18.00,Yoshi's New Island,/product_images/Juegos/3DS Juegos/0045496525187_s.jpg,977,0045496525187
Nintendo 3DS,13.00,9.00,20.00,LEGO Marvel Vengadores,/product_images/Juegos/3DS Juegos/5051893218466_s.jpg,977,5051893218466
Nintendo 3DS,9.00,7.00,15.00,Harvest Moon: El Valle Perdido,/product_images/Juegos/3DS Juegos/045496528072_s.jpg,977,045496528072
Nintendo 3DS,9.00,7.00,15.00,Monster Hunter 3 Ultimate,/product_images/Juegos/3DS Juegos/045496523251_s.jpg,977,045496523251
Nintendo 3DS,11.00,8.00,18.00,LEGO Jurassic World (No Figure),/product_images/Juegos/3DS Juegos/5051893218732_s.jpg,977,5051893218732
Nintendo 3DS,18.00,13.00,28.00,Pokemon Mundo Misterioso Portales Al Inf,/product_images/Juegos/3DS Juegos/045496523510_s.jpg,977,045496523510
Nintendo 3DS,18.00,13.00,28.00,Professor Layton Y El Legado De Los Asha,/product_images/Juegos/3DS Juegos/045496524692_s.jpg,977,045496524692
Nintendo 3DS,11.00,8.00,18.00,Mario & Luigi: Dream Team,/product_images/Juegos/3DS Juegos/045496523923_s.jpg,977,045496523923
Nintendo DS,0.70,0.30,2.50,Big Brain Academy,/product_images/Juegos/DS Juegos/045496463052_s.jpg,834,045496463052
Nintendo DS,6.00,4.00,10.00,Pokemon Ranger,/product_images/Juegos/DS Juegos/045496464103_s.jpg,834,045496464103
Nintendo DS,0.30,0.10,1.00,Cocina Conmigo,/product_images/Juegos/DS Juegos/045496467258_s.jpg,834,045496467258
Nintendo DS,0.90,0.60,2.50,Art Academy,/product_images/Juegos/DS Juegos/045496470210_s.jpg,834,045496470210
Nintendo DS,12.00,9.00,20.00,Pokemon Platino,/product_images/Juegos/DS Juegos/045496468644_s.jpg,834,045496468644
Nintendo DS,22.00,15.00,35.00,Pokemon Plata SoulSilver Sin Pokewalker,/product_images/Juegos/DS Juegos/04549646PSSN_s.jpg,834,04549646
Nintendo DS,9.00,6.00,15.00,Legend of Zelda: Phantom Hourglass,/product_images/Juegos/DS Juegos/045496465377_s.jpg,834,045496465377
Nintendo DS,5.00,3.00,8.00,Inazuma Eleven 2  Tormenta De Fuego,/product_images/Juegos/DS Juegos/045496471644_s.jpg,834,045496471644
Nintendo DS,0.10,0.01,0.50,High School Musical: Preparate para el M,/product_images/Juegos/DS Juegos/045496465346_s.jpg,834,045496465346
Nintendo DS,7.00,5.00,12.00,Mario Party DS,/product_images/Juegos/DS Juegos/045496465896_s.jpg,834,045496465896
Nintendo DS,3.00,2.00,6.00,NintenDogs Dachshund & Friends,/product_images/Juegos/DS Juegos/045496462239_s.jpg,834,045496462239
Nintendo DS,7.00,5.00,12.00,Profesor Layton y la Caja de Pandora,/product_images/Juegos/DS Juegos/045496468910_s.jpg,834,045496468910
Nintendo DS,9.00,6.00,15.00,Profesor Layton y la Villa Misteriosa,/product_images/Juegos/DS Juegos/045496467944_s.jpg,834,045496467944
Nintendo DS,15.00,11.00,25.00,Pokemon Edicion Blanca 2,/product_images/Juegos/DS Juegos/045496465537_s.jpg,834,045496465537
Nintendo DS,6.00,4.00,10.00,Pokemon Ranger: Sombras de Almia,/product_images/Juegos/DS Juegos/045496467722_s.jpg,834,045496467722
Nintendo DS,7.00,5.00,12.00,Hotel Dusk: Room 215,/product_images/Juegos/DS Juegos/045496464257_s.jpg,834,045496464257
Nintendo DS,1.90,1.20,5.00,Nintendogs Dalmatian & Friends,/product_images/Juegos/DS Juegos/045496462963_s.jpg,834,045496462963
Nintendo DS,0.90,0.60,2.50,WWE Smackdown Vs. Raw 2008,/product_images/Juegos/DS Juegos/4005209098700_s.jpg,834,4005209098700
Nintendo DS,1.50,0.90,4.00,NintenDogs Chihuahua & Friends,/product_images/Juegos/DS Juegos/045496462222_s.jpg,834,045496462222
Nintendo DS,6.00,4.00,10.00,Sonic Colours,/product_images/Juegos/DS Juegos/5055277008759_s.jpg,834,5055277008759
Nintendo DS,7.00,5.00,12.00,Mario & Sonic en los Juegos Olimpicos,/product_images/Juegos/DS Juegos/5060138433519_s.jpg,834,5060138433519
Nintendo DS,2.00,1.80,4.00,Los Sims 2,/product_images/Juegos/DS Juegos/5030934046190_s.jpg,834,5030934046190
Nintendo DS,7.00,5.00,12.00,Mario & Luigi: Viaje Al Centro De Boswer,/product_images/Juegos/DS Juegos/045496469078_s.jpg,834,045496469078
Nintendo DS,17.00,12.00,28.00,Legend Of Zelda Spirit Tracks,/product_images/Juegos/DS Juegos/045496469467_s.jpg,834,045496469467
Nintendo DS,4.00,3.00,7.00,Inazuma Eleven 2 : Ventisca Eterna,/product_images/Juegos/DS Juegos/045496471729_s.jpg,834,045496471729
Nintendo DS,0.70,0.40,2.00,Imagina ser Mama,/product_images/Juegos/DS Juegos/3307210322555_s.jpg,834,3307210322555
Nintendo DS,3.00,2.00,5.00,Madagascar,/product_images/Juegos/DS Juegos/5030917028151_s.jpg,834,5030917028151
Nintendo DS,4.00,3.00,7.00,Mario Slam Basketball,/product_images/Juegos/DS Juegos/045496463687_s.jpg,834,045496463687
Nintendo DS,6.00,4.00,10.00,Pokemon: Mundo Misterioso Expl. del Tiem,/product_images/Juegos/DS Juegos/045496467036_s.jpg,834,045496467036
Nintendo DS,13.00,9.00,22.00,LEGO Friends,/product_images/defimg1_s.jpg,834,5051893153217
Nintendo DS,3.00,2.00,6.00,Monster High,/product_images/Juegos/DS Juegos/4005209149921_s.jpg,834,4005209149921
Nintendo DS,9.00,6.00,15.00,Final Fantasy IV,/product_images/Juegos/DS Juegos/5060121822870_s.jpg,834,5060121822870
PC,0.01,0.01,0.25,Crazy Taxi,/product_images/defimg5_s.jpg,830,5017783555493
Nintendo DS,3.00,2.00,6.00,Disney Cars,/product_images/Juegos/DS Juegos/4005209077316_s.jpg,834,4005209077316
Nintendo DS,1.50,0.90,4.00,Los Sims 2 Mascotas,/product_images/Juegos/DS Juegos/5030934051781_s.jpg,834,5030934051781
PC,0.01,0.01,0.10,Torrente El Juego,/product_images/Juegos/PC Juegos/8436010150527_s.jpg,830,8436010150527
Nintendo DS,9.00,6.00,15.00,Mario & Sonic en los JJ.OO. de Invierno,/product_images/Juegos/DS Juegos/5055277000982_s.jpg,834,5055277000982
PC,0.01,0.01,0.10,Pro Race Driver,/product_images/Juegos/PC Juegos/8436010150909_s.jpg,830,8436010150909
Nintendo DS,2.00,1.60,7.00,Pokemon Dash DS,/product_images/Juegos/DS Juegos/045496462055_s.jpg,834,045496462055
Nintendo DS,5.00,3.00,8.00,Style Boutique,/product_images/Juegos/DS Juegos/045496469160_s.jpg,834,045496469160
Nintendo DS,9.00,6.00,15.00,"Profesor Layton y El Futuro Perdido, El",/product_images/Juegos/DS Juegos/045496470555_s.jpg,834,045496470555
PC,0.01,0.01,0.25,Apache vs Havoc,/product_images/defimg1_s.jpg,830,8436010150541
PC,0.60,0.30,2.00,Los Sims 2 Abren Negocios (SN)(CD),/product_images/defimg1_s.jpg,830,8414185032411
PC,0.70,0.40,2.00,Albedo: Eyes From Outer Space (P),/product_images/Juegos/PC Juegos/5060264370542_s.jpg,830,5060264370542
PlayStation 3,8.00,5.00,22.00,FIFA 16,/product_images/Juegos/PS3 Juegos/5030946112869_s.jpg,821,5030946112869
Nintendo DS,6.00,4.00,10.00,Super Princess Peach,/product_images/Juegos/DS Juegos/045496462932_s.jpg,834,045496462932
Nintendo DS,1.10,0.70,3.00,Catz,/product_images/Juegos/DS Juegos/3307210240354_s.jpg,834,3307210240354
Nintendo DS,0.70,0.40,2.00,Tigerz: Aventuras en el Circo,/product_images/Juegos/DS Juegos/3307210337726_s.jpg,834,3307210337726
PC,0.01,0.01,0.25,"Longest Journey, The (4 Discs)",/product_images/Juegos/PC Juegos/8420266991255_s.jpg,830,8420266991255
PC,0.01,0.01,0.25,Los Sims Primera Cita (SN) 1cd,/product_images/Juegos/PC Juegos/8414185050408_s.jpg,830,8414185050408
PC,0.01,0.01,0.25,Colin McRae Rally 2,/product_images/Juegos/PC Juegos/843601015054100001_s.jpg,830,843601015054100001
PlayStation 3,5.00,3.00,8.00,Red Dead Redemption,/product_images/Juegos/PS3 Juegos/5026555402057_s.jpg,821,5026555402057
PlayStation 3,7.00,5.00,12.00,Far Cry 4,/product_images/Juegos/PS3 Juegos/3307215793299_s.jpg,821,3307215793299
PlayStation 3,5.00,3.00,8.00,Uncharted 2: Among Thieves,/product_images/Juegos/PS3 Juegos/711719128359_s.jpg,821,711719128359
PC,0.40,0.20,1.50,Cossacks Anthology Edicion de Oro,/product_images/Juegos/PC Juegos/8436010151661_s.jpg,830,8436010151661
PC,0.20,0.10,0.75,Toca Race Driver 2,/product_images/Juegos/PC Juegos/8436010151500_s.jpg,830,8436010151500
PC,0.20,0.10,0.75,"Fuga De Deponia, La",/product_images/Juegos/PC Juegos/8436010154037_s.jpg,830,8436010154037
PlayStation 3,5.00,3.00,8.00,Assassin's Creed III (3),/product_images/Juegos/PS3 Juegos/3307215644867_s.jpg,821,3307215644867
PlayStation 3,5.00,3.00,8.00,Far Cry 3,/product_images/Juegos/PS3 Juegos/3307215633243_s.jpg,821,3307215633243
PlayStation 3,9.00,6.00,15.00,Watch Dogs,/product_images/Juegos/PS3 Juegos/3307215721957_s.jpg,821,3307215721957
PC,0.70,0.40,2.00,"Whispered World, The - Edición Especial",/product_images/Juegos/PC Juegos/8436016710770_s.jpg,830,8436016710770
PC,0.10,0.01,0.50,Splinter Cell Chaos Theory,/product_images/Juegos/PC Juegos/3307210220134_s.jpg,830,3307210220134
PC,0.01,0.01,0.10,Los Sims de Vacaciones (SN) 1CD,/product_images/Juegos/PC Juegos/8414185050507_s.jpg,830,8414185050507
PlayStation 3,1.90,1.20,5.00,Battlefield 3,/product_images/Juegos/PS3 Juegos/5030934102902_s.jpg,821,5030934102902
PlayStation 3,3.00,2.00,5.00,Call of Duty: Modern Warfare 2,/product_images/Juegos/PS3 Juegos/5030917070990_s.jpg,821,5030917070990
PlayStation 3,2.00,1.40,6.00,Assassins Creed: Hermandad,/product_images/Juegos/PS3 Juegos/3307217927104_s.jpg,821,3307217927104
PC,1.60,0.90,4.50,Age of Empires (Gold Edition),/product_images/Juegos/PC Juegos/3307210148971_s.jpg,830,3307210148971
PC,0.01,0.01,0.25,"Runaway, A Road To Adventure",/product_images/Juegos/PC Juegos/8436010150398_s.jpg,830,8436010150398
PC,0.90,0.40,3.00,Los Sims 2 Mascotas Expansion (SN),/product_images/Juegos/PC Juegos/8414185032879_s.jpg,830,8414185032879
PlayStation 3,0.01,0.01,0.25,FIFA 12,/product_images/Juegos/PS3 Juegos/5030934104043_s.jpg,821,5030934104043
PlayStation 3,6.00,4.00,10.00,God of War III (3),/product_images/Juegos/PS3 Juegos/711719158264_s.jpg,821,711719158264
PlayStation 3,5.00,3.00,8.00,Uncharted: El Tesoro de Drake,/product_images/Juegos/PS3 Juegos/711719467359_s.jpg,821,711719467359
PC,0.40,0.20,1.50,Heroes of Might & Magic V (SN),/product_images/Juegos/PC Juegos/3307210217493_s.jpg,830,3307210217493
PC,0.20,0.10,0.75,Caos En Deponia,/product_images/Juegos/PC Juegos/8436010154587_s.jpg,830,8436010154587
PC,0.20,0.10,0.75,Duck Tales Remastered,/product_images/Juegos/PC Juegos/5055060972328_s.jpg,830,5055060972328
PlayStation 3,9.00,6.00,15.00,Gran Turismo 6,/product_images/Juegos/PS3 Juegos/711719250173_s.jpg,821,711719250173
PlayStation 3,6.00,4.00,10.00,Battlefield 4,/product_images/Juegos/PS3 Juegos/5030930111137_s.jpg,821,5030930111137
PlayStation 3,7.00,5.00,12.00,Resident Evil 6,/product_images/Juegos/PS3 Juegos/5055060928059_s.jpg,821,5055060928059
PC,1.90,1.20,5.00,Warcraft 3: Reign of Chaos (SN) 1CD,/product_images/Juegos/PC Juegos/3348542135710_s.jpg,830,3348542135710
PC,0.40,0.20,1.50,Splinter Cell Double Agent,/product_images/defimg2_s.jpg,830,3307210220295
PC,0.10,0.01,0.50,Lords Of Xulima,/product_images/Juegos/PC Juegos/4020636128615_s.jpg,830,4020636128615
PlayStation 3,6.00,4.00,10.00,Assassin's Creed 4: Black Flag,/product_images/Juegos/PS3 Juegos/3307215704974_s.jpg,821,3307215704974
PlayStation 3,5.00,3.00,8.00,Fallout 3,/product_images/Juegos/PS3 Juegos/093155125421_s.jpg,821,093155125421
PlayStation 3,6.00,4.00,10.00,Destiny,/product_images/Juegos/PS3 Juegos/5030917124181_s.jpg,821,5030917124181
PC,0.20,0.10,0.75,Order of batlle Pacific (P),/product_images/Juegos/PC Juegos/5060193302485_s.jpg,830,5060193302485
PC,0.10,0.01,0.50,Painkiller Edicion Oro 1CD,/product_images/defimg3_s.jpg,830,8436010151456
PlayStation 3,0.10,0.01,0.50,Pro Evolution Soccer (PES) 2012,/product_images/Juegos/PS3 Juegos/4012927053393_s.jpg,821,4012927053393
PlayStation 3,0.01,0.01,0.25,Pro Evolution Soccer (PES) 2011,/product_images/Juegos/PS3 Juegos/4012927052228_s.jpg,821,4012927052228
PlayStation 3,5.00,3.00,8.00,Assassin's Creed: Revelations,/product_images/Juegos/PS3 Juegos/3307215590058_s.jpg,821,3307215590058
PC,0.01,0.01,0.10,Mars Invader,/product_images/defimg5_s.jpg,830,8436010150749
PC,1.40,0.80,4.00,Commandos 2: Men Of Courage,/product_images/Juegos/PC Juegos/5032921013758_s.jpg,830,5032921013758
PC,0.01,0.01,0.10,Supreme Snowboarding,/product_images/defimg2_s.jpg,830,8436010150749
PlayStation 3,3.00,2.00,6.00,Resident Evil 5,/product_images/Juegos/PS3 Juegos/5055060925751_s.jpg,821,5055060925751
PlayStation 3,3.00,2.00,5.00,Metal Gear Solid 4: Guns of the Patriots,/product_images/Juegos/PS3 Juegos/4012927050156_s.jpg,821,4012927050156
PlayStation 3,3.00,2.00,5.00,KillZone 3,/product_images/Juegos/PS3 Juegos/711719147787_s.jpg,821,711719147787
PC,0.20,0.10,0.75,Splinter Cell Pandora Tomorrow,/product_images/defimg2_s.jpg,830,3307210164339
PC,0.10,0.01,0.50,Ghost Recon Advanced Warfighter 2,/product_images/Juegos/PC Juegos/3307210249555_s.jpg,830,3307210249555
PC,0.30,0.10,1.00,House Of The Dead 2,/product_images/Juegos/PC Juegos/8436010150541HD_s.jpg,830,8436010150541
PlayStation 3,6.00,4.00,10.00,Elder Scrolls V: Skyrim,/product_images/Juegos/PS3 Juegos/093155141292_s.jpg,821,093155141292
PC,0.70,0.30,2.50,New York Crimes,/product_images/defimg1_s.jpg,830,8436010153535
PlayStation 3,2.00,1.40,6.00,Assassin's Creed,/product_images/Juegos/PS3 Juegos/3307210263483_s.jpg,821,3307210263483
PC,0.01,0.01,0.25,Patrician III - Imperio de Los Mares,/product_images/Juegos/PC Juegos/8436010150466_s.jpg,830,8436010150466
PlayStation 3,0.30,0.20,1.00,Pro Evolution Soccer (PES) 2013,/product_images/Juegos/PS3 Juegos/4012927054574_s.jpg,821,4012927054574
PlayStation 3,2.00,1.40,6.00,Assassin's Creed II,/product_images/Juegos/PS3 Juegos/3307211666535_s.jpg,821,3307211666535
PC,0.10,0.01,0.50,Prince Of Persia Las Arenas Del Tiempo,/product_images/Juegos/PC Juegos/3307210133694_s.jpg,830,3307210133694
PC,0.01,0.01,0.10,CSI: Crime Scene Investigation,/product_images/Juegos/PC Juegos/3307210136817_s.jpg,830,3307210136817
PlayStation 3,3.00,2.00,6.00,Little Big Planet,/product_images/Juegos/PS3 Juegos/711719999256_s.jpg,821,711719999256
PlayStation 3,1.10,0.70,3.00,Killzone 2,/product_images/Juegos/PS3 Juegos/711719133445_s.jpg,821,711719133445
PC,0.40,0.20,1.50,Los Sims 2 Universitarios Expansion (SN) 3C,/product_images/Juegos/PC Juegos/8414185051856_s.jpg,830,8414185051856
PlayStation 3,1.10,0.70,3.00,Pro Evolution Soccer (PES) 2014,/product_images/Juegos/PS3 Juegos/4012927056219_s.jpg,821,4012927056219
PC,0.01,0.01,0.10,Pro Evolution Soccer 2008,/product_images/Juegos/PC Juegos/4012927072202_s.jpg,830,4012927072202
PlayStation 3,0.01,0.01,0.25,Pro Evolution Soccer 2009,/product_images/Juegos/PS3 Juegos/4012927050866_s.jpg,821,4012927050866
PlayStation 3,7.00,5.00,12.00,Batman Arkham City,/product_images/Juegos/PS3 Juegos/5051893074819_s.jpg,821,5051893074819
PC,0.90,0.40,3.00,Sacred 2: Fallen Angel (SN),/product_images/Juegos/PC Juegos/4020628502096_s.jpg,830,4020628502096
PlayStation 3,3.00,2.00,6.00,Max Payne 3,/product_images/Juegos/PS3 Juegos/5026555402514_s.jpg,821,5026555402514
PlayStation 3,5.00,3.00,8.00,Call of Duty: World at War,/product_images/Juegos/PS3 Juegos/5030917057458_s.jpg,821,5030917057458
PC,0.40,0.20,1.50,Tzar: Edicion de Oro,/product_images/Juegos/PC Juegos/8436010150244_s.jpg,830,8436010150244
PC,0.01,0.01,0.25,Prince Of Persia El Alma Del Guerrero,/product_images/Juegos/PC Juegos/3307210212368_s.jpg,830,3307210212368
PlayStation 3,1.50,0.90,4.00,Resistance: Fall of Man,/product_images/Juegos/PS3 Juegos/711719684985_s.jpg,821,711719684985
PlayStation 3,5.00,3.00,8.00,Call of Duty 4: Modern Warfare,/product_images/Juegos/PS3 Juegos/5030917047213_s.jpg,821,5030917047213
